web-scraper-order;web-scraper-start-url;boxscore;boxscore-href;date;q_scores;pages;pages-href
1574947290-9157;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;KP Brno W - Slavia Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/kp-brno-w-slavia-prague-w/hUBiNNsh/;01.12.2012 - 17:00;(19:17, 25:20, 14:16, 20:19);;
1574947380-9187;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Slovanka W - Hradec Kralove W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/slovanka-w-hradec-kralove-w/OAReAdL0/;13.01.2013 - 17:30;(23:25, 18:19, 14:15, 13:18);;
1574947049-9077;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Zabiny Brno W - USK Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/zabiny-brno-w-usk-prague-w/dlkt7BJA/;27.04.2013 - 17:00;(20:7, 16:26, 11:13, 6:8);Play Offs;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=4bjnbXJj
1574947088-9090;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Trutnov W - VS Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/trutnov-w-vs-prague-w/8tE78LXM/;29.09.2012 - 17:30;(14:19, 17:14, 20:10, 21:18);;
1574947148-9110;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Hradec Kralove W - VS Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/hradec-kralove-w-vs-prague-w/KtJ0wtXd/;10.10.2012 - 18:30;(25:23, 25:8, 23:9, 17:22);;
1574946980-9054;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;USK Prague W - Slovanka W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/usk-prague-w-slovanka-w/xnk2qMJF/;02.04.2013 - 18:00;(23:12, 19:11, 25:17, 18:14);Play Offs;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=4bjnbXJj
1574947257-9146;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Slavia Prague W - Trutnov W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/slavia-prague-w-trutnov-w/n3g6BQrt/;17.11.2012 - 17:00;(26:21, 15:30, 25:11, 25:22);;
1574947356-9179;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Chance U19 W - Slavia Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/chance-u19-w-slavia-prague-w/WCnHHvTQ/;05.01.2013 - 17:00;(16:18, 15:15, 19:16, 17:7);;
1574946824-9005;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Chance U19 W - Karlin W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/chance-u19-w-karlin-w/dzlvdo5f/;16.02.2013 - 17:00;(16:16, 20:15, 25:16, 14:12);Losers stage;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=zR2bOGdi
1574947167-9116;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Slovanka W - Zabiny Brno W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/slovanka-w-zabiny-brno-w/0dELYHoS/;14.10.2012 - 18:00;(11:19, 16:28, 16:26, 19:26);;
1574947031-9071;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Trutnov W - USK Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/trutnov-w-usk-prague-w/OK0XVFhM/;17.04.2013 - 18:00;(24:24, 14:27, 13:25, 13:29);Play Offs;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=4bjnbXJj
1574946848-9013;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Karlin W - Pardubice W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/karlin-w-pardubice-w/KWT7BQ4s/;06.04.2013 - 17:00;(25:21, 17:13, 16:7, 21:18);Losers stage;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=zR2bOGdi
1574946929-9039;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;KP Brno W - Slavia Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/kp-brno-w-slavia-prague-w/Wh4a3TCK/;27.03.2013 - 17:30;(19:12, 22:15, 18:20, 24:22);Winners stage;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=EH12NzCc
1574947043-9075;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;USK Prague W - Zabiny Brno W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/usk-prague-w-zabiny-brno-w/0MeX8Xlb/;24.04.2013 - 18:00;(19:18, 25:14, 24:10, 19:17);Play Offs;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=4bjnbXJj
1574946890-9026;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;VS Prague W - Slavia Prague W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/vs-prague-w-slavia-prague-w/rXN4snj1/;13.03.2013 - 19:30;(20:21, 17:13, 18:18, 19:9);Winners stage;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=EH12NzCc
1574947212-9131;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Slovanka W - Karlin W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/slovanka-w-karlin-w/YRTYuZhe/;28.10.2012 - 17:30;(24:12, 13:10, 14:23, 21:12);;
1574947188-9123;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/results/?stage=Q7iraD4p;Pardubice W - KP Brno W;https://www.betexplorer.com/basketball/czech-republic/zbl-women-2012-2013/pardubice-w-kp-brno-w/SQpjlcoF/;21.10.2012 - 16:00;(11:18, 13:20, 9:19, 14:20);;
